0.6866071429,0.7268907563,1.0000000000
0.6848214286,0.7268907563,1.0000000000
0.6830357143,0.7268907563,1.0000000000
0.6776785714,0.7240896359,1.0000000000
0.6723214286,0.7212885154,1.0000000000
0.6633928571,0.7212885154,1.0000000000
0.6562500000,0.7212885154,1.0000000000
0.6491071429,0.7212885154,1.0000000000
0.6419642857,0.7212885154,1.0000000000
0.6366071429,0.7212885154,1.0000000000
0.6348214286,0.7184873950,1.0000000000
0.6312500000,0.7184873950,1.0000000000
0.6276785714,0.7156862745,1.0000000000
0.6258928571,0.7128851541,1.0000000000
0.6241071429,0.7128851541,1.0000000000
0.6223214286,0.7128851541,1.0000000000
0.6205357143,0.7100840336,1.0000000000
0.6187500000,0.7100840336,1.0000000000
0.6187500000,0.7072829132,1.0000000000
0.6169642857,0.7072829132,1.0000000000
0.6151785714,0.7016806723,1.0000000000
0.6151785714,0.6988795518,1.0000000000
0.6151785714,0.6960784314,1.0000000000
0.6151785714,0.6904761905,1.0000000000
0.6151785714,0.6848739496,1.0000000000
0.6151785714,0.6792717087,1.0000000000
0.6169642857,0.6736694678,1.0000000000
0.6187500000,0.6680672269,1.0000000000
0.6187500000,0.6624649860,1.0000000000
0.6223214286,0.6568627451,1.0000000000
0.6241071429,0.6540616246,1.0000000000
0.6276785714,0.6484593838,1.0000000000
0.6312500000,0.6428571429,1.0000000000
0.6348214286,0.6372549020,1.0000000000
0.6366071429,0.6316526611,1.0000000000
0.6401785714,0.6260504202,1.0000000000
0.6419642857,0.6232492997,1.0000000000
0.6437500000,0.6176470588,1.0000000000
0.6455357143,0.6148459384,1.0000000000
0.6455357143,0.6120448179,1.0000000000
0.6473214286,0.6120448179,1.0000000000
0.6508928571,0.6120448179,1.0000000000
0.6544642857,0.6120448179,1.0000000000
0.6580357143,0.6092436975,1.0000000000
0.6651785714,0.6092436975,1.0000000000
0.6741071429,0.6064425770,1.0000000000
0.6812500000,0.6036414566,1.0000000000
0.6883928571,0.6036414566,1.0000000000
0.6973214286,0.6008403361,1.0000000000
0.7044642857,0.6008403361,1.0000000000
0.7116071429,0.5980392157,1.0000000000
0.7205357143,0.5980392157,1.0000000000
0.7276785714,0.5952380952,1.0000000000
0.7330357143,0.5952380952,1.0000000000
0.7383928571,0.5924369748,1.0000000000
0.7419642857,0.5924369748,1.0000000000
0.7455357143,0.5868347339,1.0000000000
0.7473214286,0.5840336134,1.0000000000
0.7544642857,0.5812324930,1.0000000000
0.7580357143,0.5756302521,1.0000000000
0.7633928571,0.5700280112,1.0000000000
0.7705357143,0.5616246499,1.0000000000
0.7758928571,0.5588235294,1.0000000000
0.7794642857,0.5504201681,1.0000000000
0.7812500000,0.5476190476,1.0000000000
0.7812500000,0.5448179272,1.0000000000
0.7830357143,0.5364145658,1.0000000000
0.7848214286,0.5308123249,1.0000000000
0.7866071429,0.5224089636,1.0000000000
0.7866071429,0.5140056022,1.0000000000
0.7883928571,0.5056022409,1.0000000000
0.7901785714,0.4971988796,1.0000000000
0.7901785714,0.4887955182,1.0000000000
0.7901785714,0.4803921569,1.0000000000
0.7901785714,0.4747899160,1.0000000000
0.7901785714,0.4691876751,1.0000000000
0.7901785714,0.4635854342,1.0000000000
0.7883928571,0.4579831933,1.0000000000
0.7848214286,0.4495798319,1.0000000000
0.7812500000,0.4439775910,1.0000000000
0.7741071429,0.4355742297,1.0000000000
0.7687500000,0.4271708683,1.0000000000
0.7598214286,0.4159663866,1.0000000000
0.7526785714,0.4103641457,1.0000000000
0.7419642857,0.4019607843,1.0000000000
0.7294642857,0.3907563025,1.0000000000
0.7187500000,0.3823529412,1.0000000000
0.7080357143,0.3739495798,1.0000000000
0.6937500000,0.3655462185,1.0000000000
0.6812500000,0.3543417367,1.0000000000
0.6687500000,0.3487394958,1.0000000000
0.6508928571,0.3431372549,1.0000000000
0.6330357143,0.3347338936,1.0000000000
0.6133928571,0.3263305322,1.0000000000
0.5883928571,0.3235294118,1.0000000000
0.5669642857,0.3207282913,1.0000000000
0.5419642857,0.3179271709,1.0000000000
0.5205357143,0.3123249300,1.0000000000
0.4955357143,0.3095238095,1.0000000000
0.4741071429,0.3039215686,1.0000000000
0.4562500000,0.2983193277,1.0000000000
0.4401785714,0.2983193277,1.0000000000
0.4223214286,0.2955182073,1.0000000000
0.4080357143,0.2927170868,1.0000000000
0.3919642857,0.2927170868,1.0000000000
0.3776785714,0.2927170868,1.0000000000
0.3651785714,0.2927170868,1.0000000000
0.3562500000,0.2927170868,1.0000000000
0.3437500000,0.2927170868,1.0000000000
0.3348214286,0.2899159664,1.0000000000
0.3258928571,0.2899159664,1.0000000000
0.3187500000,0.2899159664,1.0000000000
0.3062500000,0.2899159664,1.0000000000
0.2937500000,0.2899159664,1.0000000000
0.2794642857,0.2899159664,1.0000000000
0.2544642857,0.2899159664,1.0000000000
0.2437500000,0.2899159664,1.0000000000
0.2401785714,0.2899159664,1.0000000000
0.2366071429,0.2899159664,1.0000000000
0.2348214286,0.2899159664,1.0000000000
0.2348214286,0.2927170868,1.0000000000
0.2312500000,0.2955182073,1.0000000000
0.2294642857,0.3011204482,1.0000000000
0.2241071429,0.3067226891,1.0000000000
0.2205357143,0.3179271709,1.0000000000
0.2169642857,0.3263305322,1.0000000000
0.2133928571,0.3375350140,1.0000000000
0.2098214286,0.3459383754,1.0000000000
0.2062500000,0.3571428571,1.0000000000
0.2008928571,0.3655462185,1.0000000000
0.1991071429,0.3767507003,1.0000000000
0.1955357143,0.3851540616,1.0000000000
0.1937500000,0.3907563025,1.0000000000
0.1937500000,0.3963585434,1.0000000000
0.1919642857,0.4159663866,1.0000000000
0.1919642857,0.4215686275,1.0000000000
0.1919642857,0.4327731092,1.0000000000
0.1919642857,0.4439775910,1.0000000000
0.1919642857,0.4523809524,1.0000000000
0.1919642857,0.4551820728,1.0000000000
0.1919642857,0.4635854342,1.0000000000
0.1919642857,0.4691876751,1.0000000000
0.1937500000,0.4747899160,1.0000000000
0.1973214286,0.4915966387,1.0000000000
0.2008928571,0.4971988796,1.0000000000
0.2026785714,0.5028011204,1.0000000000
0.2062500000,0.5084033613,1.0000000000
0.2080357143,0.5140056022,1.0000000000
0.2116071429,0.5196078431,1.0000000000
0.2187500000,0.5280112045,1.0000000000
0.2205357143,0.5336134454,1.0000000000
0.2223214286,0.5364145658,1.0000000000
0.2276785714,0.5420168067,1.0000000000
0.2294642857,0.5448179272,1.0000000000
0.2348214286,0.5504201681,1.0000000000
0.2419642857,0.5588235294,1.0000000000
0.2508928571,0.5672268908,1.0000000000
0.2616071429,0.5756302521,1.0000000000
0.2723214286,0.5840336134,1.0000000000
0.2758928571,0.5868347339,1.0000000000
0.2812500000,0.5924369748,1.0000000000
0.2883928571,0.5924369748,1.0000000000
0.2937500000,0.5952380952,1.0000000000
0.3026785714,0.6036414566,1.0000000000
0.3080357143,0.6036414566,1.0000000000
0.3133928571,0.6064425770,1.0000000000
0.3187500000,0.6120448179,1.0000000000
0.3223214286,0.6120448179,1.0000000000
0.3276785714,0.6204481793,1.0000000000
0.3312500000,0.6204481793,1.0000000000
0.3330357143,0.6232492997,1.0000000000
0.3348214286,0.6232492997,1.0000000000
0.3401785714,0.6232492997,1.0000000000
0.3508928571,0.6204481793,1.0000000000
0.4116071429,0.2086834734,2.0000000000
0.4098214286,0.2086834734,2.0000000000
0.5205357143,0.2142857143,3.0000000000
0.5205357143,0.2170868347,3.0000000000
