0.49375,1.018207283,1,100
0.445535714,0.99859944,1,
0.441964286,0.992997199,1,
0.440178571,0.987394958,1,
0.440178571,0.984593838,1,
0.438392857,0.978991597,1,
0.438392857,0.976190476,1,
0.438392857,0.970588235,1,
0.438392857,0.967787115,1,
0.438392857,0.962184874,1,
0.438392857,0.959383754,1,
0.438392857,0.953781513,1,
0.438392857,0.950980392,1,
0.438392857,0.948179272,1,
0.438392857,0.942577031,1,
0.438392857,0.93697479,1,
0.438392857,0.93417367,1,
0.438392857,0.931372549,1,
0.440178571,0.925770308,1,
0.441964286,0.925770308,1,
0.445535714,0.925770308,1,
0.447321429,0.922969188,1,
0.454464286,0.922969188,1,
0.45625,0.920168067,1,
0.458035714,0.917366947,1,
0.465178571,0.914565826,1,
0.466964286,0.914565826,1,
0.46875,0.914565826,1,
0.474107143,0.914565826,1,
0.475892857,0.914565826,1,
0.479464286,0.914565826,1,
0.484821429,0.914565826,1,
0.490178571,0.914565826,1,
0.497321429,0.914565826,1,
0.499107143,0.914565826,1,
0.500892857,0.914565826,1,
0.509821429,0.914565826,1,
0.502678571,0.914565826,1,
0.499107143,0.914565826,1,
0.474107143,0.908963585,1,
0.458035714,0.903361345,1,
0.441964286,0.894957983,1,
0.438392857,0.894957983,1,
0.433035714,0.892156863,1,
0.43125,0.892156863,1,
0.425892857,0.892156863,1,
0.424107143,0.892156863,1,
0.416964286,0.889355742,1,
0.415178571,0.889355742,1,
0.413392857,0.889355742,1,
0.411607143,0.889355742,1,
0.409821429,0.886554622,1,
0.397321429,0.880952381,1,
0.390178571,0.878151261,1,
0.386607143,0.87535014,1,
0.38125,0.869747899,1,
