0.677827381,0.730140187,1,150
0.677827381,0.723130841,1,
0.677827381,0.718457944,1,
0.677827381,0.716121495,1,
0.677827381,0.713785047,1,
0.680803571,0.70911215,1,
0.680803571,0.702102804,1,
0.682291667,0.699766355,1,
0.682291667,0.695093458,1,
0.685267857,0.692757009,1,
0.685267857,0.688084112,1,
0.685267857,0.685747664,1,
0.686755952,0.681074766,1,
0.686755952,0.678738318,1,
0.688244048,0.674065421,1,
0.691220238,0.671728972,1,
0.691220238,0.664719626,1,
0.691220238,0.660046729,1,
0.692708333,0.65771028,1,
0.695684524,0.650700935,1,
0.697172619,0.646028037,1,
0.697172619,0.639018692,1,
0.70014881,0.636682243,1,
0.70014881,0.629672897,1,
0.703125,0.620327103,1,
0.704613095,0.60864486,1,
0.704613095,0.606308411,1,
0.707589286,0.599299065,1,
0.707589286,0.594626168,1,
0.707589286,0.587616822,1,
0.709077381,0.575934579,1,
0.709077381,0.573598131,1,
0.709077381,0.566588785,1,
0.709077381,0.559579439,1,
0.709077381,0.550233645,1,
0.709077381,0.547897196,1,
0.709077381,0.536214953,1,
0.709077381,0.533878505,1,
0.709077381,0.529205608,1,
0.709077381,0.526869159,1,
0.712053571,0.522196262,1,
0.712053571,0.515186916,1,
0.712053571,0.50817757,1,
0.710565476,0.505841122,1,
0.710565476,0.501168224,1,
0.710565476,0.49182243,1,
0.710565476,0.487149533,1,
0.710565476,0.484813084,1,
0.710565476,0.477803738,1,
0.709077381,0.473130841,1,
0.709077381,0.470794393,1,
0.709077381,0.463785047,1,
0.707589286,0.45911215,1,
0.704613095,0.445093458,1,
0.701636905,0.438084112,1,
0.70014881,0.428738318,1,
0.697172619,0.424065421,1,
0.692708333,0.412383178,1,
0.689732143,0.400700935,1,
0.689732143,0.398364486,1,
0.688244048,0.39135514,1,
0.685267857,0.384345794,1,
0.685267857,0.377336449,1,
0.683779762,0.370327103,1,
0.680803571,0.365654206,1,
0.679315476,0.363317757,1,
0.677827381,0.356308411,1,
0.674851191,0.349299065,1,
0.673363095,0.337616822,1,
0.667410714,0.330607477,1,
0.665922619,0.323598131,1,
0.661458333,0.316588785,1,
0.658482143,0.311915888,1,
0.658482143,0.304906542,1,
0.656994048,0.302570094,1,
0.652529762,0.290887851,1,
0.649553571,0.288551402,1,
0.643601191,0.279205608,1,
0.639136905,0.272196262,1,
0.63764881,0.269859813,1,
0.627232143,0.262850467,1,
0.619791667,0.255841122,1,
0.607886905,0.244158879,1,
0.603422619,0.244158879,1,
0.598958333,0.237149533,1,
0.597470238,0.237149533,1,
0.594494048,0.232476636,1,
0.593005952,0.232476636,1,
0.590029762,0.230140187,1,
0.585565476,0.230140187,1,
0.585565476,0.22546729,1,
0.581101191,0.22546729,1,
0.579613095,0.22546729,1,
0.572172619,0.218457944,1,
0.567708333,0.216121495,1,
0.561755952,0.213785047,1,
0.557291667,0.213785047,1,
0.555803571,0.213785047,1,
0.540922619,0.20911215,1,
0.531994048,0.20911215,1,
0.508184524,0.20911215,1,
0.491815476,0.20911215,1,
0.484375,0.20911215,1,
0.466517857,0.20911215,1,
0.460565476,0.20911215,1,
0.454613095,0.20911215,1,
0.448660714,0.20911215,1,
0.436755952,0.211448598,1,
0.432291667,0.213785047,1,
0.420386905,0.213785047,1,
0.406994048,0.218457944,1,
0.402529762,0.218457944,1,
0.384672619,0.223130841,1,
0.381696429,0.223130841,1,
0.375744048,0.22546729,1,
0.372767857,0.22546729,1,
